ZCTA5,LAT,LNG,STATE_USPS
00601,18.180555,-66.749961,
00602,18.361945,-67.175597,
00603,18.455183,-67.119887,
00606,18.158327,-66.932928,
00610,18.294032,-67.127156,
00612,18.402253,-66.711397,
00616,18.420412,-66.671979,
00617,18.447538,-66.557681,
00622,17.991245,-67.153993,
00623,18.083044,-67.154179,
00624,18.064909,-66.716662,
00627,18.412507,-66.863811,
00631,18.190607,-66.832041,
00637,18.076716,-66.947362,
00638,18.295913,-66.515588,
00641,18.263097,-66.712963,
00646,18.43511,-66.281058,
00647,17.963613,-66.947127,
00650,18.349103,-66.578175,
00652,18.44844,-66.59411,
00653,17.985045,-66.886546,
00656,18.053539,-66.792931,
00659,18.406773,-66.809288,
00660,18.134695,-67.116199,
00662,18.468301,-67.015749,
00664,18.21033,-66.591616,
00667,18.003422,-67.03581,
00669,18.276925,-66.869587,
00670,18.240187,-66.988776,
00674,18.422908,-66.489337,
00676,18.377637,-67.079574,
00677,18.332568,-67.227022,
00678,18.434124,-66.927426,
00680,18.182055,-67.132502,
00682,18.221464,-67.156039,
00683,18.1078,-67.037263,
00685,18.332929,-66.959689,
00687,18.318017,-66.420392,
00688,18.382311,-66.626416,
00690,18.49551,-67.098671,
00692,18.410188,-66.336556,
00693,18.42146,-66.398604,
00694,18.483127,-66.39236,
00698,18.064848,-66.856319,
00703,18.248401,-66.130662,
00704,17.965884,-66.219633,
00705,18.12896,-66.266691,
00707,18.014055,-65.920751,
00714,18.003025,-66.046237,
00715,18.011233,-66.560065,
00716,17.991269,-66.606774,
00717,18.003222,-66.614037,
00718,18.231988,-65.759623,
00719,18.28992,-66.25344,
00720,18.217946,-66.428076,
00723,18.043498,-66.015479,
00725,18.218594,-66.042637,
00727,18.215308,-66.073565,
00728,17.989853,-66.664116,
00729,18.330044,-65.886021,
00730,18.030831,-66.616838,
00731,18.109947,-66.635622,
00735,18.252603,-65.682494,
00736,18.103624,-66.151667,
00738,18.304458,-65.698711,
00739,18.177233,-66.160645,
00740,18.331178,-65.634104,
00741,18.163855,-65.754042,
00745,18.352216,-65.817387,
00751,18.001317,-66.252183,
00754,18.147107,-65.976167,
00757,17.995441,-66.391334,
00765,18.130096,-65.439369,
00766,18.133197,-66.476659,
00767,18.069489,-65.896029,
00769,18.1038,-66.357586,
00771,18.187148,-65.871189,
00772,18.438944,-65.90522,
00773,18.342888,-65.723109,
00775,18.326608,-65.307769,
00777,18.224133,-65.908542,
00778,18.264076,-65.97851,
00780,18.102834,-66.568105,
00782,18.225708,-66.221633,
00783,18.30391,-66.326179,
00784,18.010714,-66.133615,
00786,18.155424,-66.229907,
00791,18.136782,-65.821476,
00794,18.200018,-66.309282,
00795,18.060494,-66.500624,
00801,18.349806,-64.974001,
00802,18.340634,-64.923178,
00820,17.7431,-64.686556,
00823,17.723548,-64.745932,
00824,17.744557,-64.682933,
00830,18.338559,-64.73653,
00831,18.327293,-64.786717,
00840,17.747872,-64.880695,
00841,17.768135,-64.807852,
00850,17.705254,-64.752557,
00851,17.732228,-64.77076,
00901,18.465369,-66.104613,
00906,18.46446,-66.094995,
00907,18.452553,-66.077838,
00909,18.44161,-66.067132,
00911,18.451159,-66.056199,
00912,18.445334,-66.060139,
00913,18.450002,-66.042656,
00915,18.437179,-66.045571,
00917,18.420674,-66.050105,
00918,18.421022,-66.065789,
00920,18.414292,-66.088042,
00921,18.392294,-66.088528,
00923,18.409029,-66.038586,
00924,18.398126,-66.012592,
00925,18.400296,-66.050602,
00926,18.345414,-66.051502,
00927,18.388011,-66.072089,
00934,18.411313,-66.124234,
00936,18.395463,-66.073772,
00949,18.430635,-66.212598,
00950,18.459699,-66.233101,
00951,18.42753,-66.253789,
00952,18.427443,-66.182027,
00953,18.360729,-66.251527,
00956,18.321137,-66.170419,
00957,18.368371,-66.1878,
00959,18.385785,-66.155654,
00960,18.416641,-66.144555,
00961,18.413307,-66.164683,
00962,18.444614,-66.148819,
00965,18.433757,-66.114752,
00966,18.401521,-66.117597,
00968,18.406085,-66.101232,
00969,18.368062,-66.108062,
00971,18.318884,-66.11919,
00976,18.33618,-65.994101,
00979,18.444394,-66.030036,
00982,18.411261,-65.992045,
00983,18.416115,-65.975436,
00985,18.410774,-65.947927,
00987,18.338161,-65.941083,
01001,42.062368,-72.625754,MA
01002,42.364031,-72.458759,MA
01003,42.389698,-72.524009,
01005,42.418884,-72.112077,MA
01007,42.27901,-72.400468,MA
01008,42.190191,-72.954263,MA
01009,42.209669,-72.339743,
01010,42.128176,-72.205352,MA
01011,42.290128,-72.966516,MA
01012,42.375425,-72.858192,MA
01013,42.163451,-72.60274,MA
01020,42.172611,-72.56192,MA
01022,42.197741,-72.542713,MA
01026,42.465495,-72.918267,MA
01027,42.295008,-72.751877,MA
01028,42.062378,-72.498111,MA
01029,42.190418,-73.046918,MA
01030,42.072925,-72.686972,MA
01031,42.32938,-72.198156,MA
01032,42.457613,-72.81478,MA
01033,42.244949,-72.500143,MA
01034,42.093912,-72.961103,MA
01035,42.356491,-72.568632,MA
01036,42.071188,-72.417718,MA
01037,42.376036,-72.197364,MA
01038,42.379925,-72.604045,MA
01039,42.404287,-72.688924,MA
01040,42.211658,-72.642448,MA
01050,42.286762,-72.869695,MA
01053,42.356301,-72.713584,MA
01054,42.468898,-72.484579,MA
01056,42.183577,-72.457812,MA
01057,42.093596,-72.321494,MA
01060,42.321251,-72.630395,MA
01062,42.323033,-72.701789,MA
01063,42.318882,-72.63853,
01066,42.406909,-72.655015,
01068,42.350862,-72.044248,MA
01069,42.188862,-72.30648,MA
01070,42.518446,-72.919017,MA
01071,42.160064,-72.87384,MA
01072,42.456968,-72.417244,MA
01073,42.226949,-72.741588,MA
01074,42.386579,-72.093034,
01075,42.256532,-72.580248,MA
01077,42.05257,-72.777353,MA
01079,42.194327,-72.328888,
01080,42.185727,-72.361558,MA
01081,42.061313,-72.234411,MA
01082,42.299749,-72.279164,MA
01083,42.206554,-72.196449,MA
01084,42.39237,-72.882235,MA
01085,42.153503,-72.771602,MA
01086,42.130446,-72.793967,
01088,42.391709,-72.646494,MA
01089,42.125451,-72.649734,MA
01092,42.191868,-72.235108,MA
01093,42.443805,-72.661514,
01094,42.359108,-72.1368,
01095,42.138527,-72.420703,MA
01096,42.397138,-72.763554,MA
01097,42.178038,-72.832612,
01098,42.394315,-72.943115,MA
01103,42.104106,-72.592027,MA
01104,42.134009,-72.565378,MA
01105,42.099958,-72.580765,MA
01106,42.048054,-72.569275,MA
01107,42.12106,-72.607068,MA
01108,42.080692,-72.560791,MA
01109,42.119674,-72.549726,MA
01118,42.094587,-72.525219,MA
01119,42.124978,-72.51121,MA
01128,42.092296,-72.489135,MA
01129,42.118671,-72.488203,MA
01151,42.15186,-72.509131,MA
01199,42.120563,-72.604468,
01201,42.448236,-73.273727,MA
01220,42.623808,-73.116741,MA
01222,42.058703,-73.322175,MA
01223,42.312225,-73.110124,MA
01224,42.513163,-73.195743,
01225,42.563401,-73.153335,MA
01226,42.481119,-73.135073,MA
01229,42.277932,-73.332032,
01230,42.173196,-73.32429,MA
01235,42.425677,-73.063028,MA
01236,42.266496,-73.378393,MA
01237,42.549804,-73.261144,MA
01238,42.297501,-73.230148,MA
01240,42.367858,-73.269763,MA
01242,42.333734,-73.249199,MA
01243,42.350122,-73.024112,
01244,42.118094,-73.257497,MA
01245,42.186893,-73.223105,MA
01247,42.698526,-73.0843,MA
01253,42.206683,-73.113214,MA
01254,42.382019,-73.365492,MA
01255,42.107496,-73.118607,MA
01256,42.594166,-73.02232,MA
01257,42.085244,-73.367483,MA
01258,42.10928,-73.462886,MA
01259,42.06926,-73.228949,MA
01260,42.295695,-73.342544,
01262,42.292202,-73.319209,MA
01264,42.23159,-73.202428,MA
01266,42.312354,-73.388044,MA
01267,42.671617,-73.246981,MA
01270,42.515272,-73.031166,
01301,42.626761,-72.60153,MA
01330,42.513947,-72.821517,MA
01331,42.562394,-72.191044,MA
01337,42.689307,-72.582289,MA
01338,42.572488,-72.824145,MA
01339,42.603776,-72.889644,MA
01340,42.694731,-72.710956,MA
01341,42.492124,-72.709827,MA
01342,42.543889,-72.609458,MA
01343,42.657625,-72.978933,
01344,42.613418,-72.426428,MA
01346,42.693268,-72.823116,MA
01347,42.559294,-72.518753,
01349,42.563061,-72.482115,MA
01350,42.727772,-72.985346,MA
01351,42.53988,-72.521689,MA
01354,42.624101,-72.508607,
01355,42.458551,-72.327191,MA
01360,42.677091,-72.453876,MA
01364,42.605437,-72.292074,MA
01366,42.475621,-72.192468,MA
01367,42.695532,-72.909148,MA
01368,42.679456,-72.176935,MA
01370,42.593376,-72.726928,MA
01373,42.475481,-72.615403,MA
01375,42.466691,-72.546751,MA
01376,42.59528,-72.555002,MA
01378,42.673533,-72.353213,MA
01379,42.556308,-72.407153,MA
01420,42.584925,-71.816862,MA
01430,42.658741,-71.932918,MA
01431,42.676293,-71.832523,MA
01432,42.564663,-71.567298,MA
01434,42.539753,-71.61233,
01436,42.602059,-72.087015,MA
01438,42.562058,-72.031694,MA
01440,42.588337,-71.986069,MA
01450,42.611636,-71.564743,MA
01451,42.501908,-71.568201,MA
01452,42.495111,-72.002339,MA
01453,42.519967,-71.763319,MA
01460,42.535931,-71.490569,MA
01462,42.582607,-71.720464,MA
01463,42.670643,-71.602858,MA
01464,42.573654,-71.640986,MA
01467,42.489495,-71.609346,MA
01468,42.542767,-72.068345,MA
01469,42.664794,-71.695055,MA
01473,42.5546,-71.90544,MA
01474,42.669685,-71.752751,MA
01475,42.66816,-72.055644,MA
01501,42.198867,-71.845722,MA
01503,42.384929,-71.633889,MA
01504,42.039991,-71.532406,MA
01505,42.355049,-71.716157,MA
01506,42.180807,-72.107888,MA
01507,42.133935,-71.968025,MA
01510,42.411887,-71.690005,MA
01515,42.209682,-72.040178,MA
01516,42.053072,-71.752241,MA
01518,42.127477,-72.118818,MA
01519,42.203404,-71.679739,MA
01520,42.336385,-71.850759,MA
01521,42.046783,-72.180212,MA
01522,42.375634,-71.867382,MA
01523,42.483569,-71.675585,MA
01524,42.245361,-71.914957,MA
01525,42.106794,-71.630518,
01527,42.192246,-71.777649,MA
01529,42.036642,-71.578779,MA
01531,42.326183,-72.133431,MA
01532,42.323342,-71.646236,MA
01534,42.142074,-71.643348,MA
01535,42.267564,-72.066876,MA
01536,42.231309,-71.692642,MA
01537,42.158966,-71.897051,MA
01540,42.116263,-71.857465,MA
01541,42.454125,-71.87754,MA
01542,42.204251,-71.908907,MA
01543,42.388285,-71.969865,MA
01545,42.284767,-71.714228,MA
01550,42.059737,-72.033908,MA
01560,42.175395,-71.674223,MA
01561,42.44397,-71.685583,
01562,42.247211,-71.991867,MA
01564,42.447924,-71.776045,MA
01566,42.103214,-72.079545,MA
01568,42.176526,-71.603588,MA
01569,42.055921,-71.631128,MA
01570,42.047075,-71.845805,MA
01571,42.053778,-71.935075,MA
01581,42.268426,-71.613309,MA
01583,42.369417,-71.785036,MA
01585,42.240796,-72.162645,MA
01588,42.1188,-71.672496,MA
01590,42.132051,-71.750318,MA
01602,42.269189,-71.850728,MA
01603,42.243826,-71.843569,MA
01604,42.253485,-71.767932,MA
01605,42.289683,-71.787793,MA
01606,42.315249,-71.795741,MA
01607,42.225974,-71.788894,MA
01608,42.26198,-71.801462,MA
01609,42.285114,-71.829987,MA
01610,42.247049,-71.808366,MA
01611,42.237604,-71.875838,MA
01612,42.296798,-71.928991,MA
01701,42.319587,-71.4428,MA
01702,42.282379,-71.436623,MA
01718,42.519818,-71.429286,MA
01719,42.485985,-71.520985,MA
01720,42.483953,-71.438495,MA
01721,42.257755,-71.473526,MA
01730,42.499332,-71.281901,MA
01731,42.456754,-71.279477,MA
01740,42.439933,-71.601885,MA
01741,42.536807,-71.361324,MA
01742,42.462911,-71.364496,MA
01745,42.292114,-71.499197,MA
01746,42.195951,-71.45343,MA
01747,42.123007,-71.531404,MA
01748,42.224096,-71.540489,MA
01749,42.389071,-71.545864,MA
01752,42.349617,-71.547214,MA
01754,42.425955,-71.456256,MA
01756,42.09387,-71.544519,MA
01757,42.158692,-71.521419,MA
01760,42.284822,-71.348811,MA
01770,42.231947,-71.372963,MA
01772,42.302877,-71.530828,MA
01773,42.425506,-71.310812,MA
01775,42.429688,-71.512514,MA
01776,42.383367,-71.42107,MA
01778,42.356275,-71.361942,MA
01801,42.488703,-71.154383,MA
01803,42.503227,-71.201713,MA
01810,42.648044,-71.161751,MA
01821,42.54933,-71.251725,MA
01824,42.59079,-71.355182,MA
01826,42.679723,-71.30068,MA
01827,42.676149,-71.499772,MA
01830,42.796313,-71.053436,MA
01832,42.791114,-71.132859,MA
01833,42.726226,-70.983318,MA
01834,42.7539,-71.015935,MA
01835,42.751327,-71.094421,MA
01840,42.706763,-71.160403,MA
01841,42.712015,-71.164873,MA
01843,42.689988,-71.16039,MA
01844,42.742641,-71.178651,MA
01845,42.673909,-71.091334,MA
01850,42.656045,-71.303309,MA
01851,42.627813,-71.335334,MA
01852,42.632978,-71.295616,MA
01854,42.649481,-71.348229,MA
01860,42.838603,-71.011997,MA
01862,42.578543,-71.295592,MA
01863,42.631176,-71.388163,MA
01864,42.578401,-71.084448,MA
01867,42.535183,-71.105423,MA
01876,42.611801,-71.227571,MA
01879,42.667762,-71.42882,MA
01880,42.501524,-71.067489,MA
01886,42.585541,-71.44025,MA
01887,42.564647,-71.164516,MA
01890,42.452752,-71.144319,MA
01901,42.460419,-70.946379,
01902,42.471039,-70.941535,MA
01904,42.492456,-70.97393,MA
01905,42.465998,-70.975792,MA
01906,42.468432,-71.013946,MA
01907,42.474145,-70.906597,MA
01908,42.428234,-70.926071,MA
01913,42.851277,-70.955792,MA
01915,42.570442,-70.867693,MA
01921,42.683108,-71.027188,MA
01922,42.757313,-70.914241,MA
01923,42.574174,-70.950516,MA
01929,42.640451,-70.771165,MA
01930,42.623248,-70.682798,MA
01937,42.585723,-70.984051,
01938,42.68386,-70.842666,MA
01940,42.534146,-71.038333,MA
01944,42.576636,-70.767154,MA
01945,42.501565,-70.858834,MA
01949,42.610513,-71.007118,MA
01950,42.812358,-70.891095,MA
01951,42.773351,-70.850211,MA
01952,42.844794,-70.841499,MA
01960,42.53431,-70.969443,MA
01966,42.640699,-70.62025,MA
01969,42.720873,-70.89122,MA
01970,42.527624,-70.86987,MA
01982,42.626223,-70.85723,MA
01983,42.641387,-70.943383,MA
01984,42.600668,-70.88326,MA
01985,42.799565,-70.964428,MA
02019,42.076682,-71.47449,MA
02021,42.175737,-71.125385,MA
02025,42.236444,-70.814309,MA
02026,42.246872,-71.179462,MA
02030,42.23416,-71.291167,MA
02032,42.156882,-71.216187,MA
02035,42.061338,-71.245802,MA
02038,42.084858,-71.410571,MA
02043,42.216098,-70.88127,MA
02045,42.297966,-70.929137,MA
02047,42.134144,-70.686313,
02048,42.017302,-71.21642,MA
02050,42.115139,-70.710331,MA
02052,42.184599,-71.305307,MA
02053,42.156203,-71.430345,MA
02054,42.173103,-71.363756,MA
02056,42.11366,-71.33756,MA
02061,42.164569,-70.818844,MA
02062,42.187364,-71.195971,MA
02066,42.202273,-70.758184,MA
02067,42.1076,-71.181828,MA
02071,42.103425,-71.273589,MA
02072,42.119006,-71.10365,MA
02081,42.147042,-71.269965,MA
02090,42.219645,-71.216768,MA
02093,42.052671,-71.356858,MA
02108,42.357758,-71.064899,MA
02109,42.366988,-71.050548,MA
02110,42.362086,-71.049943,MA
02111,42.350518,-71.059077,MA
02113,42.365331,-71.055233,MA
02114,42.363174,-71.068646,MA
02115,42.337105,-71.105696,MA
02116,42.350579,-71.076397,MA
02118,42.337582,-71.070482,MA
02119,42.324029,-71.085017,MA
02120,42.33209,-71.096545,MA
02121,42.306267,-71.085897,MA
02122,42.291413,-71.042158,MA
02124,42.285805,-71.070571,MA
02125,42.315682,-71.055555,MA
02126,42.274227,-71.097423,MA
02127,42.334992,-71.039093,MA
02128,42.361519,-71.007393,MA
02129,42.379657,-71.061487,MA
02130,42.309174,-71.113835,MA
02131,42.284333,-71.126228,MA
02132,42.280455,-71.162017,MA
02134,42.358016,-71.128608,MA
02135,42.349688,-71.153964,MA
02136,42.255083,-71.12922,MA
02138,42.379637,-71.135152,MA
02139,42.362986,-71.103353,MA
02140,42.392157,-71.133996,MA
02141,42.3703,-71.08256,MA
02142,42.361994,-71.081588,MA
02143,42.381407,-71.096714,MA
02144,42.399655,-71.12255,MA
02145,42.391577,-71.08991,MA
02148,42.42938,-71.058706,MA
02149,42.405938,-71.054649,MA
02150,42.396824,-71.031348,MA
02151,42.41829,-71.001251,MA
02152,42.373055,-70.974807,MA
02155,42.42384,-71.107673,MA
02163,42.365915,-71.122177,MA
02169,42.248386,-71.002279,MA
02170,42.266415,-71.015576,MA
02171,42.293327,-71.018193,MA
02176,42.455723,-71.059019,MA
02180,42.474208,-71.097665,MA
02184,42.206188,-71.00232,MA
02186,42.241559,-71.082437,MA
02188,42.204662,-70.957633,MA
02189,42.209781,-70.928176,MA
02190,42.166731,-70.952363,MA
02191,42.243453,-70.942033,MA
02199,42.347476,-71.082035,MA
02203,42.360588,-71.058737,
02210,42.347472,-71.039271,MA
02215,42.347635,-71.103082,MA
02301,42.078371,-71.042304,MA
02302,42.088907,-70.998375,MA
02322,42.132461,-71.054013,MA
02324,41.972376,-70.978773,MA
02330,41.875179,-70.746715,MA
02332,42.044407,-70.70606,MA
02333,42.037116,-70.942178,MA
02338,42.002634,-70.863706,MA
02339,42.122956,-70.85631,MA
02341,42.05024,-70.867359,MA
02343,42.140346,-70.997861,MA
02346,41.878004,-70.869267,MA
02347,41.834384,-70.956826,MA
02351,42.115764,-70.956597,MA
02356,42.060539,-71.119671,MA
02357,42.054978,-71.080651,
02359,42.067804,-70.805713,MA
02360,41.882062,-70.631289,MA
02364,41.987196,-70.741942,MA
02366,41.850984,-70.654984,MA
02367,41.9591,-70.802753,MA
02368,42.176092,-71.052043,MA
02370,42.130399,-70.910615,MA
02375,42.00569,-71.078041,MA
02379,42.021617,-71.026717,MA
02382,42.078974,-70.93939,MA
02420,42.457055,-71.215464,MA
02421,42.438547,-71.239573,MA
02445,42.325483,-71.135045,MA
02446,42.343499,-71.122244,MA
02451,42.397825,-71.255701,MA
02452,42.39358,-71.213916,MA
02453,42.369542,-71.240513,MA
02457,42.299388,-71.274242,
02458,42.353585,-71.188192,MA
02459,42.314779,-71.192017,MA
02460,42.351824,-71.20849,MA
02461,42.317362,-71.206508,MA
02462,42.328708,-71.2559,MA
02464,42.312975,-71.218882,MA
02465,42.348912,-71.22633,MA
02466,42.344457,-71.248617,MA
02467,42.314321,-71.152778,MA
02468,42.328553,-71.22953,MA
02472,42.369451,-71.177925,MA
02474,42.420949,-71.15637,MA
02476,42.415637,-71.17567,MA
02478,42.395317,-71.180284,MA
02481,42.311947,-71.275517,MA
02482,42.293099,-71.298535,MA
02492,42.276483,-71.243714,MA
02493,42.360502,-71.303433,MA
02494,42.29949,-71.232519,MA
02532,41.751759,-70.597552,MA
02534,41.668942,-70.619407,MA
02535,41.337961,-70.761674,MA
02536,41.596295,-70.567471,MA
02537,41.728421,-70.43581,MA
02538,41.777378,-70.642447,MA
02539,41.377655,-70.52208,MA
02540,41.573891,-70.632042,MA
02542,41.707839,-70.54552,MA
02543,41.478974,-70.766911,MA
02553,41.712526,-70.620747,
02554,41.289882,-70.094083,MA
02556,41.639447,-70.624515,MA
02557,41.441713,-70.576143,
02558,41.745017,-70.653513,MA
02559,41.690243,-70.616283,MA
02561,41.766737,-70.540595,
02562,41.787209,-70.526717,
02563,41.728137,-70.476549,MA
02564,41.271898,-69.984545,
02568,41.458645,-70.612521,MA
02571,41.761187,-70.695991,MA
02575,41.400252,-70.656934,MA
02576,41.772221,-70.762948,MA
02584,41.258845,-70.007333,
02601,41.656038,-70.296764,MA
02630,41.706756,-70.312489,MA
02631,41.747513,-70.066223,MA
02632,41.659097,-70.346877,MA
02633,41.689343,-69.972382,MA
02635,41.624054,-70.439397,MA
02637,41.705726,-70.270928,
02638,41.730245,-70.197392,MA
02639,41.668067,-70.136979,MA
02641,41.753951,-70.155393,
02642,41.8416,-69.974973,MA
02643,41.797941,-69.937327,
02644,41.683488,-70.510786,MA
02645,41.711083,-70.057611,MA
02646,41.670596,-70.071449,MA
02647,41.630127,-70.310144,MA
02648,41.670375,-70.412035,MA
02649,41.616801,-70.490097,MA
02650,41.701947,-69.961453,MA
02651,41.875047,-70.003438,
02652,42.049534,-70.094987,MA
02653,41.769125,-69.97358,MA
02655,41.627984,-70.392013,MA
02657,42.059829,-70.200407,MA
02659,41.681474,-70.023529,MA
02660,41.707699,-70.15856,MA
02663,41.894444,-70.01218,
02664,41.674727,-70.195648,MA
02666,41.99078,-70.045714,MA
02667,41.921997,-70.023356,MA
02668,41.716208,-70.363097,MA
02669,41.66668,-69.989694,MA
02670,41.660103,-70.170681,MA
02671,41.675153,-70.109767,MA
02672,41.6357,-70.313634,MA
02673,41.655637,-70.24724,MA
02675,41.70395,-70.231552,MA
02702,41.785113,-71.059047,MA
02703,41.931653,-71.294503,MA
02713,41.446308,-70.907447,MA
02715,41.805594,-71.157707,MA
02717,41.760106,-70.972762,MA
02718,41.862486,-71.01169,MA
02719,41.633667,-70.871362,MA
02720,41.723023,-71.121527,MA
02721,41.675125,-71.148281,MA
02723,41.692705,-71.129726,MA
02724,41.683936,-71.1775,MA
02725,41.720043,-71.188272,MA
02726,41.7597,-71.144592,MA
02738,41.706839,-70.750958,MA
02739,41.665794,-70.814531,MA
02740,41.637485,-70.938265,MA
02743,41.718217,-70.901151,MA
02744,41.606252,-70.913632,MA
02745,41.700737,-70.950546,MA
02746,41.660995,-70.940137,MA
02747,41.664711,-71.015699,MA
02748,41.553084,-70.971453,MA
02760,41.972567,-71.334375,MA
02762,42.012838,-71.336188,MA
02763,41.966866,-71.308574,MA
02764,41.851929,-71.153598,MA
02766,41.965341,-71.18178,MA
02767,41.940996,-71.048499,MA
02769,41.846878,-71.24487,MA
02770,41.760864,-70.838956,MA
02771,41.839798,-71.318047,MA
02777,41.758163,-71.214181,MA
02779,41.838061,-71.077615,MA
02780,41.909112,-71.118346,MA
02790,41.599176,-71.082371,MA
02791,41.527824,-71.079618,
02802,41.95213,-71.456233,
02804,41.433033,-71.770061,RI
02806,41.738191,-71.320181,RI
02807,41.176783,-71.577054,RI
02808,41.408251,-71.749674,RI
02809,41.67573,-71.273331,RI
02812,41.478963,-71.652575,RI
02813,41.394216,-71.669822,RI
02814,41.896117,-71.695403,RI
02815,41.77463,-71.647954,RI
02816,41.696499,-71.622662,RI
02817,41.637083,-71.678361,RI
02818,41.642919,-71.485719,RI
02822,41.569431,-71.627921,RI
02825,41.782067,-71.726833,RI
02826,41.982746,-71.653144,
02827,41.698748,-71.739118,RI
02828,41.877692,-71.560911,RI
02830,41.975622,-71.656388,RI
02831,41.769839,-71.607367,RI
02832,41.514717,-71.729622,RI
02833,41.489686,-71.771972,RI
02835,41.510088,-71.378366,RI
02836,41.454039,-71.620233,RI
02837,41.518769,-71.167247,RI
02838,41.965413,-71.479359,RI
02839,41.940757,-71.641513,RI
02840,41.476972,-71.318552,RI
02841,41.510235,-71.329638,
02842,41.517644,-71.277926,RI
02852,41.588565,-71.459811,RI
02857,41.822761,-71.633605,RI
02858,41.964486,-71.651267,RI
02859,41.959073,-71.757323,RI
02860,41.870562,-71.388681,RI
02861,41.878603,-71.353131,RI
02863,41.890064,-71.393481,RI
02864,41.96746,-71.420572,RI
02865,41.915455,-71.449815,RI
02871,41.586609,-71.259211,RI
02872,41.596965,-71.320932,
02873,41.533129,-71.780545,
02874,41.509056,-71.474417,RI
02875,41.452376,-71.640339,RI
02876,41.997229,-71.584372,
02878,41.606983,-71.182634,RI
02879,41.428836,-71.538376,RI
02881,41.478083,-71.524717,RI
02882,41.417088,-71.47227,RI
02885,41.725138,-71.258805,RI
02886,41.705428,-71.454379,RI
02888,41.747671,-71.406118,RI
02889,41.700591,-71.376927,RI
02891,41.357774,-71.789616,RI
02892,41.497124,-71.594197,RI
02893,41.679601,-71.521114,RI
02894,41.44425,-71.699304,RI
02895,42.001708,-71.499947,RI
02896,41.975186,-71.544069,RI
02898,41.51764,-71.668521,RI
02903,41.81823,-71.409088,RI
02904,41.858334,-71.436294,RI
02905,41.784725,-71.396103,RI
02906,41.840172,-71.390407,RI
02907,41.798593,-71.42463,RI
02908,41.839825,-71.436794,RI
02909,41.821195,-71.453376,RI
02910,41.774999,-71.435594,RI
02911,41.854888,-71.472812,RI
02912,41.825593,-71.402239,
02914,41.815122,-71.365773,RI
02915,41.772847,-71.354839,RI
02916,41.842661,-71.352438,RI
02917,41.906288,-71.523811,RI
02919,41.82744,-71.519879,RI
02920,41.767344,-71.465508,RI
02921,41.760748,-71.514647,RI
03031,42.874824,-71.600533,NH
03032,42.997059,-71.365806,NH
03033,42.749263,-71.67567,NH
03034,43.056895,-71.340635,NH
03036,42.98453,-71.255104,NH
03037,43.141274,-71.248197,NH
03038,42.887613,-71.282047,NH
03042,43.051027,-71.088254,NH
03043,42.994135,-71.816098,NH
03044,43.000369,-71.119162,NH
03045,43.021515,-71.563462,NH
03046,43.112473,-71.607479,
03047,42.936319,-71.867127,NH
03048,42.742874,-71.761755,NH
03049,42.749624,-71.585402,NH
03051,42.760497,-71.409393,NH
03052,42.846081,-71.468283,NH
03053,42.868588,-71.387247,NH
03054,42.852034,-71.519876,NH
03055,42.818645,-71.673354,NH
03057,42.908885,-71.694199,NH
03060,42.741087,-71.458266,NH
03062,42.722323,-71.501176,NH
03063,42.7821,-71.518366,NH
03064,42.77938,-71.47492,NH
03070,42.981209,-71.67752,NH
03071,42.746257,-71.874434,NH
03076,42.730992,-71.337075,NH
03077,43.038038,-71.205107,NH
03079,42.788267,-71.221725,NH
03082,42.896409,-71.768331,NH
03084,42.826723,-71.875416,NH
03086,42.832231,-71.759615,NH
03087,42.811092,-71.302688,NH
03101,42.989027,-71.466111,NH
03102,43.011907,-71.491063,NH
03103,42.950906,-71.44656,NH
03104,43.009552,-71.439782,NH
03106,43.081242,-71.446616,NH
03109,42.963734,-71.40035,NH
03110,42.935584,-71.536871,NH
03215,43.942831,-71.448052,NH
03216,43.444593,-71.797723,NH
03217,43.725967,-71.642579,NH
03218,43.336884,-71.273836,NH
03220,43.474455,-71.482208,NH
03221,43.258129,-71.960236,NH
03222,43.643715,-71.799277,NH
03223,43.85544,-71.685492,NH
03224,43.36249,-71.55802,NH
03225,43.359832,-71.245362,NH
03226,43.711388,-71.503778,NH
03227,43.841192,-71.480852,NH
03229,43.202191,-71.696789,NH
03230,43.508647,-71.890242,NH
03231,43.473343,-71.762338,
03233,43.424004,-71.931192,NH
03234,43.204812,-71.348563,NH
03235,43.448973,-71.674166,NH
03237,43.423058,-71.387218,NH
03238,43.984378,-71.911256,
03240,43.574691,-71.951919,NH
03241,43.742935,-71.811046,NH
03242,43.169407,-71.831201,NH
03243,43.528306,-71.769192,NH
03244,43.128121,-71.916981,NH
03245,43.761761,-71.582529,
03246,43.576535,-71.482263,NH
03249,43.519499,-71.375838,
03251,44.10082,-71.494049,NH
03253,43.631211,-71.498585,NH
03254,43.720515,-71.368582,NH
03255,43.314026,-72.024551,NH
03256,43.623436,-71.632547,NH
03257,43.417721,-71.990609,NH
03258,43.265259,-71.408835,
03259,43.875712,-71.395018,NH
03260,43.335017,-71.918365,NH
03261,43.213694,-71.217678,NH
03262,43.999889,-71.714447,NH
03263,43.288501,-71.309368,NH
03264,43.738775,-71.702625,NH
03266,43.782873,-71.884739,NH
03268,43.386099,-71.772917,NH
03269,43.524186,-71.601607,NH
03273,43.301982,-71.926953,NH
03275,43.170019,-71.420707,NH
03276,43.431031,-71.575998,NH
03278,43.30893,-71.835506,NH
